Place Of Service,Service Type,Plan,Group Size,In Network,Is Covered,Date Of Service Min,Date Of Service Max,Covered in Full,Copay,Coinsurance
Inpatient,adultImmunizations,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,adultImmunizations,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Office,adultImmunizations,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Inpatient,adultImmunizations,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,adultPhysicalRoutine,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,adultPhysicalRoutine,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,adultPhysicalRoutine,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,adultPhysicalRoutine,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Office,adultPhysicalRoutine,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Inpatient,adultPhysicalRoutine,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,allergyInjection,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,allergyInjection,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,allergyInjection,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,allergyInjection,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,allergyInjection,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,allergyInjection,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,allergyTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,allergyTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,allergyTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,allergyTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,allergyTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Inpatient,allergyTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,ambulance,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,ambulance,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,ambulance,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,ambulance,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ambulance,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ambulance,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,ambulatorySurgery,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,ambulatorySurgery,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,ambulatorySurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,ambulatorySurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,ambulatorySurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ambulatorySurgery,PL823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,anesthesia,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,anesthesia,PL823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,anesthesia,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,anesthesia,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,anesthesia,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,anesthesia,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,anticoagulantTherapy,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,anticoagulantTherapy,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,anticoagulantTherapy,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,anticoagulantTherapy,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,anticoagulantTherapy,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,anticoagulantTherapy,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,autismEvaluation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,autismEvaluation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,autismEvaluation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,autismEvaluation,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Outpatient,autismEvaluation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,autismEvaluation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,autologousBlood,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,autologousBlood,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,autologousBlood,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,autologousBlood,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Office,autologousBlood,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Inpatient,autologousBlood,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,biofeedback,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,biofeedback,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,biofeedback,PL823,L,Y,Y,1/1/2016,12/31/2023,N,N,N
Office,biofeedback,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Outpatient,biofeedback,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,biofeedback,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,boneDensityTest,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,boneDensityTest,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,boneDensityTest,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,boneDensityTest,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,boneDensityTest,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,boneDensityTest,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,cardiacRehabilitation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,cardiacRehabilitation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,cardiacRehabilitation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,cardiacRehabilitation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,cardiacRehabilitation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,cardiacRehabilitation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,castingAndStrapping,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,castingAndStrapping,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,castingAndStrapping,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,castingAndStrapping,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,castingAndStrapping,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,castingAndStrapping,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,cerumenWaxRemoval,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,cerumenWaxRemoval,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,cerumenWaxRemoval,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,cerumenWaxRemoval,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,cerumenWaxRemoval,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,cerumenWaxRemoval,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,chemotherapy,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,chemotherapy,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,chemotherapy,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,chemotherapy,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,chemotherapy,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,chemotherapy,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,childbirthClasses,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,childbirthClasses,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,childbirthClasses,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,childbirthClasses,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,childbirthClasses,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Inpatient,childbirthClasses,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,childImmunizations,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,childImmunizations,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,childImmunizations,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,childImmunizations,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,childImmunizations,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,childImmunizations,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,chiropracticServices,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,chiropracticServices,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,chiropracticServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,chiropracticServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,chiropracticServices,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Inpatient,chiropracticServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,chlamydiaScreening,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,chlamydiaScreening,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,chlamydiaScreening,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,chlamydiaScreening,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,chlamydiaScreening,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,chlamydiaScreening,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,christianScienceServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,christianScienceServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,christianScienceServices,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Office,christianScienceServices,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,christianScienceServices,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,christianScienceServices,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,clinicalTrials,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,clinicalTrials,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,clinicalTrials,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,clinicalTrials,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,clinicalTrials,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,clinicalTrials,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,clinicServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,clinicServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,clinicServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,clinicServices,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,clinicServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,specialistCopay,N
Inpatient,clinicServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,coeBariatricSurgery,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,coeBariatricSurgery,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,coeBariatricSurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,coeBariatricSurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,coeBariatricSurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,coeBariatricSurgery,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,coeOrganTransplant,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Ineligible POS
Outpatient,coeOrganTransplant,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Ineligible POS
Inpatient,coeOrganTransplant,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,coeOrganTransplant,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,coeOrganTransplant,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,coeOrganTransplant,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,essentalDentalServices,PL823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,essentalDentalServices,PL823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,essentalDentalServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,essentalDentalServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,essentalDentalServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,essentalDentalServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,consciousSedation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,consciousSedation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,consciousSedation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,consciousSedation,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Outpatient,consciousSedation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,consciousSedation,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,consultations,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,consultations,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,consultations,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,consultations,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,consultations,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Inpatient,consultations,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,contraceptiveDevices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,contraceptiveDevices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,contraceptiveDevices,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Office,contraceptiveDevices,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,contraceptiveDevices,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,contraceptiveDevices,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,contrastAgents,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,contrastAgents,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,contrastAgents,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,contrastAgents,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,contrastAgents,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,contrastAgents,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,cultredSubstituteSurgery,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,cultredSubstituteSurgery,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,cultredSubstituteSurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,cultredSubstituteSurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Outpatient,cultredSubstituteSurgery,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,cultredSubstituteSurgery,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diabeticDme,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diabeticDme,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diabeticDme,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diabeticDme,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diabeticDme,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diabeticDme,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diabeticDrugs,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diabeticDrugs,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diabeticDrugs,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,diabeticDrugs,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Office,diabeticDrugs,PL823,L,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,diabeticDrugs,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,diabeticEducation,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,diabeticEducation,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,diabeticEducation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diabeticEducation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diabeticEducation,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diabeticEducation,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,diabeticEyeExam,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,diabeticEyeExam,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,diabeticEyeExam,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diabeticEyeExam,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diabeticEyeExam,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Inpatient,diabeticEyeExam,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diabeticFootCare,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diabeticFootCare,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diabeticFootCare,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diabeticFootCare,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diabeticFootCare,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diabeticFootCare,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diabeticShoes,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diabeticShoes,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diabeticShoes,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diabeticShoes,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diabeticShoes,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diabeticShoes,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diabeticSupplies,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diabeticSupplies,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diabeticSupplies,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diabeticSupplies,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diabeticSupplies,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diabeticSupplies,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diabeticTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diabeticTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diabeticTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diabeticTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diabeticTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diabeticTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diagnosticImaging,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diagnosticImaging,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diagnosticImaging,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diagnosticImaging,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diagnosticImaging,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diagnosticImaging,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,diagnosticTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,diagnosticTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,diagnosticTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,diagnosticTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,diagnosticTesting,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,diagnosticTesting,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,dme,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,dme,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,dme,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,dme,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,dme,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,dme,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,electiveAbortion,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,electiveAbortion,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,electiveAbortion,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,electiveAbortion,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,electiveAbortion,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,electiveAbortion,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,electiveSterilization,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,electiveSterilization,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,electiveSterilization,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,electiveSterilization,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,electiveSterilization,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Inpatient,electiveSterilization,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Outpatient,electrocardiogram,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Office,electrocardiogram,PL823,L,N,N,1/1/2016,12/31/2023,N,N,N
Inpatient,electrocardiogram,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,electrocardiogram,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,electrocardiogram,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,electrocardiogram,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,electroencephalogram,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,electroencephalogram,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,electroencephalogram,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,electroencephalogram,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,electroencephalogram,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,electroencephalogram,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,er,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,er,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,er,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,er,PL823,L,Y,Y,1/1/2016,12/31/2023,N,erCopay,N
Office,er,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,er,PL823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,facilityBasedPractitionerServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,facilityBasedPractitionerServices,PL823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,facilityBasedPractitionerServices,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Office,facilityBasedPractitionerServices,PL823,L,Y,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,familyPlanning,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,familyPlanning,PL823,L,N,Y,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,familyPlanning,PL823,L,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,familyPlanning,PL823,L,Y,Y,1/1/2016,12/31/2023,N,specialistCopay,N
Office,familyPlanning,PL823,L,Y,Y,1/1/2016,12/31/2023,N,pcpAndSpec,N
Inpatient,familyPlanning,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,footCareSurgicalServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,footCareSurgicalServices,PL823,L,N,Y,1/1/2016,12/31/2023,N,N,Y
